sampleID POP K1 K2 K3 K4 K5
HG01250 AMR 0.025756 0.006816 0.265847 0.620366 0.081215
HG01251 AMR 0.026105 1e-05 0.229743 0.714004 0.030139
HG01253 AMR 0.020296 1e-05 0.19964 0.727236 0.052818
HG01254 AMR 0.024019 1e-05 0.256957 0.541039 0.177975
HG01256 AMR 0.019704 1e-05 0.143276 0.822179 0.014831
HG01257 AMR 0.00518 0.002623 0.263487 0.707591 0.021118
HG01259 AMR 0.013303 1e-05 0.107818 0.841955 0.036914
HG01260 AMR 0.034278 0.006093 0.258916 0.565678 0.135035
HG01269 AMR 0.019799 1e-05 0.222942 0.67965 0.077599
HG01271 AMR 0.00788 0.009825 0.217802 0.673527 0.090966
HG01272 AMR 0.019246 0.003547 0.276152 0.515745 0.18531
HG01275 AMR 0.001365 0.017578 0.023263 0.949976 0.007818
HG01277 AMR 0.027382 1e-05 0.306639 0.64793 0.018039
HG01280 AMR 0.014931 0.001703 0.244275 0.708998 0.030093
HG01281 AMR 0.01646 0.006041 0.219505 0.725803 0.032191
HG01284 AMR 0.018453 0.009197 0.181667 0.715479 0.075204
HG01286 AMR 0.006304 1e-05 0.120373 0.622534 0.250779
HG01302 AMR 0.00777 0.018089 0.157555 0.689636 0.12695
HG01303 AMR 0.025346 0.013152 0.163937 0.672982 0.124583
HG01305 AMR 0.015426 0.00107 0.153735 0.665221 0.164549
HG01308 AMR 0.012645 1e-05 0.129842 0.613418 0.244085
HG01311 AMR 0.013391 1e-05 0.073396 0.80762 0.105583
HG01312 AMR 0.010645 0.003128 0.126828 0.725157 0.134242
HG01323 AMR 0.018222 0.007359 0.129541 0.723083 0.121795
HG01325 AMR 0.000767 0.009287 0.079761 0.756343 0.153842
HG01326 AMR 0.010172 1e-05 0.161492 0.717244 0.111082
HG01334 EUR 1.2e-05 0.012596 1e-05 0.987372 1e-05
HG01341 AMR 0.0314 0.021238 0.530058 0.399927 0.017378
HG01342 AMR 0.023794 1e-05 0.201887 0.413919 0.360389
HG01344 AMR 0.022043 0.004223 0.36377 0.574915 0.035049
HG01345 AMR 0.005832 0.020817 0.197318 0.715496 0.060537
HG01348 AMR 0.031276 1e-05 0.335125 0.579066 0.054523
HG01350 AMR 0.024135 0.009362 0.327564 0.559406 0.079533
HG01351 AMR 0.021525 1e-05 0.242911 0.709791 0.025763
HG01353 AMR 0.019705 0.007013 0.162839 0.782005 0.028439
HG01354 AMR 0.013145 1e-05 0.126277 0.83325 0.027318
HG01356 AMR 0.018352 0.008724 0.264244 0.641408 0.067272
HG01357 AMR 0.027623 1e-05 0.263697 0.69356 0.01511
HG01359 AMR 0.021155 0.007327 0.216535 0.704497 0.050486
HG01360 AMR 0.02752 0.004806 0.206701 0.696072 0.064901
HG01362 AMR 0.012878 0.01378 0.212227 0.626265 0.13485
HG01363 AMR 0.039988 1e-05 0.265924 0.514592 0.179486
HG01365 AMR 0.016102 0.01073 0.243291 0.584385 0.145492
HG01366 AMR 0.019298 1e-05 0.226824 0.640319 0.113549
HG01369 AMR 0.027081 0.013052 0.453625 0.377245 0.128997
HG01372 AMR 0.018623 0.001531 0.278873 0.65862 0.042355
HG01374 AMR 0.018927 1e-05 0.220012 0.736805 0.024246
HG01375 AMR 0.019153 1e-05 0.272487 0.55514 0.15321
HG01377 AMR 0.025431 1e-05 0.270833 0.603881 0.099845
HG01378 AMR 0.034688 0.006316 0.327529 0.585756 0.045712
HG01383 AMR 0.010594 0.021294 0.208929 0.723233 0.03595
HG01384 AMR 0.02435 1e-05 0.204829 0.706385 0.064426
HG01389 AMR 0.005532 0.021486 0.118075 0.800788 0.054119
HG01390 AMR 0.010923 0.014442 0.26687 0.425585 0.28218
HG01392 AMR 0.021071 0.002792 0.160178 0.644564 0.171395
HG01393 AMR 0.016903 1e-05 0.120605 0.642803 0.219679
HG01395 AMR 0.015168 1e-05 0.118956 0.778021 0.087845
HG01396 AMR 0.005432 0.013697 0.181438 0.623991 0.175443
HG01398 AMR 0.020132 0.007388 0.129373 0.67502 0.168087
HG01402 AMR 0.027864 1e-05 0.154504 0.644476 0.173146
HG01403 AMR 0.023568 1e-05 0.140833 0.654315 0.181274
HG01405 AMR 0.021812 1e-05 0.085545 0.77281 0.119823
HG01412 AMR 0.012678 1e-05 0.184277 0.704053 0.098982
HG01413 AMR 0.002256 0.002533 0.169677 0.673531 0.152003
HG01414 AMR 0.021909 0.001506 0.135647 0.691977 0.14896
HG01431 AMR 0.026479 0.004387 0.241336 0.620195 0.107603
HG01432 AMR 0.027466 0.017013 0.203412 0.717117 0.034992
HG01435 AMR 0.031633 0.009152 0.458091 0.451145 0.049979
HG01437 AMR 0.017585 0.00051 0.095111 0.865278 0.021515
HG01438 AMR 0.005146 0.002363 0.03135 0.937874 0.023267
HG01440 AMR 0.022584 1e-05 0.197816 0.608578 0.171012
HG01441 AMR 0.038097 0.009637 0.346194 0.583614 0.022458
HG01443 AMR 0.028665 0.00162 0.512807 0.401973 0.054935
HG01444 AMR 0.030252 0.00185 0.239431 0.625101 0.103366
HG01447 AMR 0.021938 0.009559 0.209784 0.683105 0.075614
HG01455 AMR 0.028646 1e-05 0.355715 0.570834 0.044796
HG01456 AMR 0.03757 0.004103 0.336735 0.56579 0.055802
HG01459 AMR 0.015844 1e-05 0.37475 0.566502 0.042894
HG01461 AMR 0.02258 0.016187 0.341189 0.436264 0.183781
HG01462 AMR 0.035501 0.001046 0.283222 0.392789 0.287442
HG01464 AMR 0.027533 1e-05 0.275638 0.506286 0.190534
HG01465 AMR 0.020023 1e-05 0.148052 0.805844 0.02607
HG01468 AMR 0.014724 0.000962 0.159739 0.796178 0.028397
HG01474 AMR 0.001636 1e-05 0.133436 0.839419 0.025499
HG01479 AMR 0.010629 1e-05 0.10658 0.848037 0.034745
HG01485 AMR 0.022672 0.009382 0.236492 0.366853 0.364602
HG01486 AMR 0.033019 1e-05 0.316876 0.610856 0.039238
HG01488 AMR 0.001337 0.011237 0.126626 0.708938 0.151862
HG01489 AMR 0.012345 0.003506 0.100887 0.8615 0.021761
HG01491 AMR 0.013911 1e-05 0.131441 0.831056 0.023582
HG01492 AMR 0.009736 0.019219 0.183852 0.754924 0.032268
HG01494 AMR 0.028297 0.0158 0.378754 0.478207 0.098943
HG01495 AMR 0.034929 1e-05 0.337213 0.499619 0.128229
HG01497 AMR 0.024161 1e-05 0.326922 0.59681 0.052097
HG01498 AMR 0.021545 0.007046 0.304813 0.610034 0.056561
HG01500 EUR 0.00125 0.009168 1e-05 0.961004 0.028568
HG01501 EUR 1e-05 0.008368 1e-05 0.962797 0.028814
HG01503 EUR 1e-05 0.008731 1e-05 0.97584 0.015409
HG01504 EUR 1e-05 0.01081 1e-05 0.967403 0.021768
HG01506 EUR 1e-05 1e-05 1e-05 0.974457 0.025513
HG01507 EUR 1e-05 1.2e-05 1e-05 0.976587 0.023381
HG01509 EUR 1e-05 1e-05 1e-05 0.970959 0.029011
HG01510 EUR 1e-05 1.1e-05 1e-05 0.981328 0.018641
HG01512 EUR 1e-05 0.006476 1e-05 0.991749 0.001754
HG01513 EUR 1e-05 1e-05 1e-05 0.989185 0.010785
HG01515 EUR 1e-05 1e-05 1e-05 0.99996 1e-05
HG01516 EUR 1e-05 1e-05 1e-05 0.99996 1e-05
HG01518 EUR 1e-05 1e-05 1e-05 0.99996 1e-05
HG01519 EUR 1e-05 1.1e-05 1e-05 0.999959 1e-05
HG01521 EUR 1e-05 1e-05 1e-05 0.99996 1e-05
HG01522 EUR 1e-05 1e-05 1e-05 0.99996 1e-05
HG01524 EUR 1e-05 1e-05 1e-05 0.984858 0.015112
HG01525 EUR 1e-05 1e-05 1e-05 0.973654 0.026316
HG01527 EUR 1e-05 1e-05 1e-05 0.962763 0.037207
HG01528 EUR 1e-05 1.2e-05 1e-05 0.975941 0.024027
HG01530 EUR 1e-05 1e-05 1e-05 0.974567 0.025403
HG01531 EUR 1e-05 0.001131 1e-05 0.973114 0.025735
HG01536 EUR 1e-05 1.2e-05 1e-05 0.98739 0.012578
HG01537 EUR 1e-05 1e-05 1e-05 0.989085 0.010885
HG01550 AMR 0.017532 1e-05 0.192771 0.722474 0.067212
HG01551 AMR 0.010508 0.009195 0.208754 0.37982 0.391724
HG01556 AMR 0.027645 0.01857 0.290545 0.437665 0.225576
HG01565 AMR 0.023952 0.004328 0.641351 0.315338 0.015031
HG01566 AMR 0.012225 0.020289 0.412275 0.522835 0.032376
HG01571 AMR 0.016966 0.006184 0.610105 0.348909 0.017835
HG01572 AMR 0.016508 0.00457 0.916708 0.060576 0.001638
HG01577 AMR 0.007278 0.016252 0.383164 0.500152 0.093154
HG01578 AMR 0.010199 1e-05 0.553662 0.401504 0.034626
HG01583 SAS 1e-05 0.7936 1e-05 0.20637 1e-05
HG01586 SAS 1e-05 0.774314 0.000142 0.225524 1e-05
HG01589 SAS 1e-05 0.751001 1e-05 0.248969 1e-05
HG01593 SAS 1e-05 0.734393 1e-05 0.265577 1e-05
HG01595 EAS 0.988991 0.010979 1e-05 1e-05 1e-05
HG01596 EAS 0.95144 0.04853 1e-05 1e-05 1e-05
HG01597 EAS 0.973958 0.026012 1e-05 1e-05 1e-05
HG01598 EAS 0.974298 0.025672 1e-05 1e-05 1e-05
HG01599 EAS 0.976544 0.023426 1e-05 1e-05 1e-05
HG01600 EAS 0.99996 1e-05 1e-05 1e-05 1e-05
HG01602 EUR 1e-05 0.002314 1e-05 0.975351 0.022315
HG01603 EUR 1e-05 0.000149 1e-05 0.976746 0.023085
HG01605 EUR 1e-05 0.000124 1e-05 0.987325 0.012531
HG01606 EUR 1e-05 1e-05 1e-05 0.984786 0.015184
HG01607 EUR 1e-05 0.008831 1e-05 0.973537 0.017611
HG01608 EUR 1e-05 1e-05 1e-05 0.980471 0.019499
HG01610 EUR 1e-05 1e-05 1e-05 0.97954 0.02043
HG01612 EUR 1e-05 1.2e-05 1e-05 0.971819 0.028149
HG01613 EUR 1e-05 0.003626 1e-05 0.984825 0.011529
HG01615 EUR 1e-05 0.013832 1e-05 0.976862 0.009286
HG01617 EUR 1e-05 0.009137 1e-05 0.970684 0.020159
HG01618 EUR 0.001129 0.001548 0.006664 0.974251 0.016408
HG01619 EUR 1e-05 6e-04 1e-05 0.982363 0.017017
HG01620 EUR 1e-05 1e-05 1e-05 0.978673 0.021297
HG01623 EUR 1e-05 1.3e-05 1e-05 0.977769 0.022198
HG01624 EUR 1e-05 0.006836 1e-05 0.970726 0.022419
HG01625 EUR 0.002712 0.010082 1e-05 0.973226 0.013969
HG01626 EUR 1e-05 0.016762 1e-05 0.959442 0.023776
HG01628 EUR 1e-05 0.000129 1e-05 0.92816 0.071691
HG01630 EUR 1e-05 0.008444 1e-05 0.943661 0.047875
HG01631 EUR 1e-05 0.012709 1e-05 0.981349 0.005922
HG01632 EUR 1e-05 0.002201 1e-05 0.983567 0.014212
HG01668 EUR 1e-05 0.020055 1e-05 0.946411 0.033514
HG01669 EUR 1e-05 1.1e-05 1e-05 0.951046 0.048923
HG01670 EUR 1e-05 0.010145 1e-05 0.975647 0.014188
HG01672 EUR 1e-05 0.00614 1e-05 0.979747 0.014093
HG01673 EUR 1e-05 1e-05 1e-05 0.989867 0.010103
HG01675 EUR 1.3e-05 0.004205 1e-05 0.992221 0.003551
HG01676 EUR 1e-05 1e-05 1e-05 0.990572 0.009398
HG01678 EUR 1e-05 1.1e-05 1e-05 0.988317 0.011652
HG01679 EUR 1e-05 1e-05 1e-05 0.989365 0.010605
HG01680 EUR 1e-05 1e-05 1e-05 0.99102 0.00895
HG01682 EUR 1e-05 1.3e-05 1e-05 0.995437 0.00453
HG01684 EUR 1e-05 0.000883 1e-05 0.991771 0.007325
HG01685 EUR 1e-05 1.2e-05 1e-05 0.973048 0.02692
HG01686 EUR 1e-05 1.3e-05 1e-05 0.980891 0.019076
HG01694 EUR 1e-05 0.000861 1e-05 0.943117 0.056002
HG01695 EUR 1e-05 0.006279 1e-05 0.936531 0.05717
HG01697 EUR 1e-05 1.2e-05 1e-05 0.966518 0.033449
HG01699 EUR 1e-05 0.005177 1e-05 0.96946 0.025343
HG01700 EUR 1e-05 1e-05 1e-05 0.99996 1e-05
HG01702 EUR 1e-05 1e-05 1e-05 0.99996 1e-05
HG01704 EUR 1.2e-05 0.007181 1e-05 0.957643 0.035154
HG01705 EUR 1e-05 0.005068 1e-05 0.969919 0.024993
HG01707 EUR 1e-05 1.3e-05 1e-05 0.977072 0.022895
HG01708 EUR 1e-05 0.008403 1e-05 0.966446 0.025131
HG01709 EUR 1e-05 1.3e-05 1e-05 0.97 0.029967
HG01710 EUR 1e-05 0.004511 1e-05 0.971067 0.024402
HG01746 EUR 1e-05 1e-05 1e-05 0.990023 0.009947
HG01747 EUR 1e-05 0.000215 1e-05 0.990676 0.009089
HG01756 EUR 1e-05 0.008539 1e-05 0.972706 0.018734
HG01757 EUR 1e-05 0.004929 1e-05 0.96646 0.028591
HG01761 EUR 1e-05 1e-05 1e-05 0.985781 0.014189
HG01762 EUR 1e-05 0.009737 1e-05 0.98514 0.005103
HG01765 EUR 1e-05 1e-05 1e-05 0.981173 0.018797
HG01766 EUR 1e-05 0.009253 1e-05 0.960048 0.030679
HG01767 EUR 1e-05 1e-05 1e-05 0.975394 0.024576
HG01768 EUR 1e-05 0.002226 1e-05 0.969758 0.027995
HG01770 EUR 1e-05 1.3e-05 1e-05 0.98412 0.015847
HG01771 EUR 1.3e-05 0.000547 1e-05 0.990481 0.008949
HG01773 EUR 1e-05 1.3e-05 1e-05 0.990292 0.009675
HG01775 EUR 1e-05 1e-05 1e-05 0.990777 0.009193
HG01776 EUR 1e-05 0.006807 1e-05 0.98838 0.004792
HG01777 EUR 1e-05 0.008596 1e-05 0.989858 0.001527
HG01779 EUR 1e-05 1e-05 1e-05 0.997405 0.002565
HG01781 EUR 1e-05 1e-05 1e-05 0.987629 0.012341
HG01783 EUR 1e-05 1e-05 1e-05 0.982744 0.017226
HG01784 EUR 1e-05 0.006576 1e-05 0.974594 0.01881
HG01785 EUR 1e-05 1.4e-05 1e-05 0.997102 0.002864
HG01786 EUR 1e-05 0.004983 1e-05 0.988171 0.006826
HG01789 EUR 1e-05 1e-05 1e-05 0.99996 1e-05
HG01790 EUR 1e-05 0.023843 1e-05 0.976127 1e-05
HG01791 EUR 1e-05 0.011786 1e-05 0.988184 1e-05
HG01794 EAS 0.99996 1e-05 1e-05 1e-05 1e-05
HG01795 EAS 0.99996 1e-05 1e-05 1e-05 1e-05
HG01796 EAS 0.99996 1e-05 1e-05 1e-05 1e-05
HG01797 EAS 0.99996 1e-05 1e-05 1e-05 1e-05
HG01798 EAS 0.999959 1.1e-05 1e-05 1e-05 1e-05
HG01799 EAS 0.99996 1e-05 1e-05 1e-05 1e-05
HG01800 EAS 0.99996 1e-05 1e-05 1e-05 1e-05
HG01801 EAS 0.99996 1e-05 1e-05 1e-05 1e-05
HG01802 EAS 0.99996 1e-05 1e-05 1e-05 1e-05
HG01804 EAS 0.99996 1e-05 1e-05 1e-05 1e-05
HG01805 EAS 0.99996 1e-05 1e-05 1e-05 1e-05
HG01806 EAS 0.99996 1e-05 1e-05 1e-05 1e-05
HG01807 EAS 0.997345 0.002625 1e-05 1e-05 1e-05
HG01808 EAS 0.99996 1e-05 1e-05 1e-05 1e-05
HG01809 EAS 0.99996 1e-05 1e-05 1e-05 1e-05
HG01810 EAS 0.99996 1e-05 1e-05 1e-05 1e-05
HG01811 EAS 0.99996 1e-05 1e-05 1e-05 1e-05
HG01812 EAS 0.99996 1e-05 1e-05 1e-05 1e-05
HG01813 EAS 0.99996 1e-05 1e-05 1e-05 1e-05
HG01815 EAS 0.99996 1e-05 1e-05 1e-05 1e-05
HG01816 EAS 0.99996 1e-05 1e-05 1e-05 1e-05
HG01817 EAS 0.99996 1e-05 1e-05 1e-05 1e-05
HG01840 EAS 0.986715 0.013255 1e-05 1e-05 1e-05
HG01841 EAS 0.985082 0.014888 1e-05 1e-05 1e-05
HG01842 EAS 0.974222 0.025748 1e-05 1e-05 1e-05
HG01843 EAS 0.987259 0.012711 1e-05 1e-05 1e-05
HG01844 EAS 0.980939 0.019031 1e-05 1e-05 1e-05
HG01845 EAS 0.98112 0.018727 1e-05 1e-05 0.000133
HG01846 EAS 0.967851 0.032119 1e-05 1e-05 1e-05
HG01847 EAS 0.974243 0.025727 1e-05 1e-05 1e-05
HG01848 EAS 0.979001 0.020969 1e-05 1e-05 1e-05
HG01849 EAS 0.965067 0.034903 1e-05 1e-05 1e-05
HG01850 EAS 0.967982 0.031988 1e-05 1e-05 1e-05
HG01851 EAS 0.993285 0.006685 1e-05 1e-05 1e-05
HG01852 EAS 0.972077 0.027893 1e-05 1e-05 1e-05
HG01853 EAS 0.981263 0.018707 1e-05 1e-05 1e-05
HG01855 EAS 0.971268 0.028702 1e-05 1e-05 1e-05
HG01857 EAS 0.980849 0.019121 1e-05 1e-05 1e-05
HG01858 EAS 0.978865 0.021105 1e-05 1e-05 1e-05
HG01859 EAS 0.995109 0.004861 1e-05 1e-05 1e-05
HG01860 EAS 0.985476 0.014494 1e-05 1e-05 1e-05
HG01861 EAS 0.974029 0.025941 1e-05 1e-05 1e-05
HG01862 EAS 0.976745 0.023225 1e-05 1e-05 1e-05
HG01863 EAS 0.99996 1e-05 1e-05 1e-05 1e-05
HG01864 EAS 0.982335 0.017635 1e-05 1e-05 1e-05
HG01865 EAS 0.986831 0.013136 1e-05 1.3e-05 1e-05
HG01866 EAS 0.979362 0.020608 1e-05 1e-05 1e-05
HG01867 EAS 0.967905 0.032065 1e-05 1e-05 1e-05
HG01868 EAS 0.976051 0.023919 1e-05 1e-05 1e-05
HG01869 EAS 0.988131 0.011839 1e-05 1e-05 1e-05
HG01870 EAS 0.995986 0.003984 1e-05 1e-05 1e-05
HG01871 EAS 0.97481 0.02516 1e-05 1e-05 1e-05
HG01872 EAS 0.985426 0.014544 1e-05 1e-05 1e-05
HG01873 EAS 0.983166 0.016804 1e-05 1e-05 1e-05
HG01874 EAS 0.982376 0.017594 1e-05 1e-05 1e-05
HG01878 EAS 0.976766 0.023204 1e-05 1e-05 1e-05
HG01879 AFR 0.004982 0.00831 1e-05 0.146418 0.840279
HG01880 AFR 0.044792 0.344964 1e-05 0.057588 0.552647
HG01882 AFR 0.00287 0.006 1e-05 0.031608 0.959512
HG01883 AFR 1e-05 0.000669 1e-05 0.136888 0.862424
HG01885 AFR 1e-05 0.003517 1e-05 0.05534 0.941122
HG01886 AFR 1e-05 0.000834 1e-05 0.114584 0.884562
HG01889 AFR 1e-05 1e-05 1e-05 0.032245 0.967725
HG01890 AFR 1e-05 1e-05 1e-05 0.124886 0.875084
HG01892 AMR 0.019563 0.005358 0.655996 0.221277 0.097806
HG01893 AMR 0.019548 0.00341 0.50664 0.317991 0.152411
HG01894 AFR 1e-05 0.004131 1e-05 0.084812 0.911037
HG01896 AFR 1e-05 0.011233 1e-05 0.023731 0.965016
HG01912 AFR 1e-05 0.01028 1e-05 0.089558 0.900142
HG01914 AFR 0.00407 0.000623 1e-05 0.144384 0.850913
HG01915 AFR 1e-05 0.009546 1e-05 0.061673 0.928761
HG01917 AMR 0.011478 0.003213 0.806516 0.148125 0.030668
HG01918 AMR 0.009219 0.018046 0.729243 0.231052 0.01244
HG01920 AMR 0.022044 1e-05 0.937066 0.038809 0.002072
HG01921 AMR 0.02836 1e-05 0.697477 0.261331 0.012823
HG01923 AMR 0.021506 0.004967 0.90236 0.064524 0.006643
HG01924 AMR 0.085003 1e-05 0.622338 0.154266 0.138382
HG01926 AMR 0.027428 0.006098 0.945569 0.01856 0.002345
HG01927 AMR 0.022995 0.015385 0.894632 0.066978 1e-05
HG01932 AMR 0.009248 0.02784 0.745462 0.213482 0.003968
HG01933 AMR 0.062921 0.002918 0.584289 0.2242 0.125673
HG01935 AMR 0.008463 0.003275 0.685514 0.288066 0.014683
HG01936 AMR 0.009376 0.010771 0.60731 0.315985 0.056558
HG01938 AMR 0.025903 0.008866 0.942661 0.022533 3.7e-05
HG01939 AMR 0.005479 0.001662 0.732847 0.233615 0.026396
HG01941 AMR 0.023303 0.008738 0.751586 0.134525 0.081846
HG01942 AMR 0.019686 0.005803 0.789115 0.170037 0.015358
HG01944 AMR 0.392431 1e-05 0.470643 0.118241 0.018675
HG01945 AMR 0.005842 0.019467 0.74058 0.213673 0.020438
HG01947 AMR 0.035953 0.002998 0.554094 0.358432 0.048525
HG01948 AMR 0.078696 0.007595 0.587671 0.125539 0.200499
HG01950 AMR 0.030851 0.003294 0.786166 0.099806 0.079883
HG01951 AMR 0.036806 0.010112 0.90042 0.024225 0.028436
HG01953 AMR 0.018179 0.010279 0.846393 0.104151 0.020998
HG01954 AMR 0.024821 0.007877 0.865363 0.08942 0.012518
HG01956 AFR 0.001043 1e-05 5.7e-05 0.07329 0.925601
HG01958 AFR 1.3e-05 0.012832 1e-05 0.124953 0.862192
HG01961 AMR 0.022662 0.022323 0.950811 0.004195 1e-05
HG01965 AMR 0.035163 0.004535 0.535569 0.311375 0.113358
HG01967 AMR 0.019156 1e-05 0.582887 0.376699 0.021248
HG01968 AMR 0.030032 0.002585 0.912258 0.048296 0.00683
HG01970 AMR 0.012364 0.018835 0.622257 0.32895 0.017594
HG01971 AMR 0.005024 0.003784 0.519916 0.278097 0.193179
HG01973 AMR 0.017551 0.003986 0.754188 0.173811 0.050464
HG01974 AMR 0.036515 0.000621 0.904993 0.051334 0.006536
HG01976 AMR 0.013911 0.009675 0.637862 0.316093 0.022459
HG01977 AMR 0.007061 0.019745 0.742494 0.21868 0.012019
HG01979 AMR 0.011258 0.015252 0.666944 0.280946 0.0256
HG01980 AMR 1e-05 0.02471 0.672683 0.251501 0.051096
HG01982 AMR 0.015345 0.00852 0.733873 0.224423 0.017839
HG01985 AFR 1e-05 0.001438 1e-05 0.077653 0.92089
HG01986 AFR 1e-05 1e-05 1e-05 0.12867 0.8713
HG01988 AFR 1e-05 0.00646 1e-05 0.426993 0.566527
HG01989 AFR 1.9e-05 0.017409 1e-05 0.141529 0.841034
HG01990 AFR 0.004903 0.000249 1e-05 0.066989 0.927849
HG01991 AMR 0.016458 0.005949 0.687616 0.248463 0.041514
HG01992 AMR 0.037318 0.009199 0.836917 0.114299 0.002268
HG01997 AMR 0.024984 1e-05 0.832832 0.134274 0.007899
HG02002 AMR 0.021941 0.017431 0.726824 0.219659 0.014145
HG02003 AMR 0.011722 0.016235 0.779636 0.173316 0.019091
HG02006 AMR 0.005357 0.00038 0.278068 0.28509 0.431104
HG02008 AMR 0.026622 0.012588 0.783671 0.156305 0.020814
HG02009 AFR 1e-05 0.006749 1e-05 0.139847 0.853384
HG02010 AFR 0.001197 0.006043 1e-05 0.148073 0.844677
HG02012 AFR 1e-05 1e-05 1e-05 0.080456 0.919514
HG02013 AFR 1.8e-05 0.003861 1e-05 0.026228 0.969883
HG02014 AFR 1e-05 0.009345 1e-05 0.117716 0.872919
HG02016 EAS 0.891007 0.108963 1e-05 1e-05 1e-05
HG02017 EAS 0.96199 0.03798 1e-05 1e-05 1e-05
HG02019 EAS 0.98126 0.01871 1e-05 1e-05 1e-05
HG02020 EAS 0.982117 0.017853 1e-05 1e-05 1e-05
HG02023 EAS 0.98706 0.01291 1e-05 1e-05 1e-05
HG02025 EAS 0.991344 0.008626 1e-05 1e-05 1e-05
HG02026 EAS 0.993904 0.006066 1e-05 1e-05 1e-05
HG02028 EAS 0.989033 0.010937 1e-05 1e-05 1e-05
HG02029 EAS 0.99996 1e-05 1e-05 1e-05 1e-05
HG02031 EAS 0.984601 0.015369 1e-05 1e-05 1e-05
HG02032 EAS 0.989035 0.010935 1e-05 1e-05 1e-05
HG02035 EAS 0.971734 0.028236 1e-05 1e-05 1e-05
HG02040 EAS 0.983095 0.016875 1e-05 1e-05 1e-05
HG02047 EAS 0.975586 0.024384 1e-05 1e-05 1e-05
HG02048 EAS 0.96701 0.03296 1e-05 1e-05 1e-05
HG02049 EAS 0.975871 0.024096 1.3e-05 1e-05 1e-05
HG02050 EAS 0.990272 0.009698 1e-05 1e-05 1e-05
HG02051 AFR 6.3e-05 0.000809 1e-05 0.023379 0.97574
HG02052 AFR 1e-05 0.002145 1e-05 0.028918 0.968916
HG02053 AFR 1e-05 0.007075 1e-05 0.058768 0.934137
HG02054 AFR 1e-05 1e-05 1e-05 0.128769 0.871201
HG02057 EAS 0.974187 0.025779 1.4e-05 1e-05 1e-05
HG02058 EAS 0.9402 0.05977 1e-05 1e-05 1e-05
HG02060 EAS 0.991474 0.008496 1e-05 1e-05 1e-05
HG02061 EAS 0.970319 0.029651 1e-05 1e-05 1e-05
HG02064 EAS 0.991065 0.008905 1e-05 1e-05 1e-05
HG02067 EAS 0.974641 0.025329 1e-05 1e-05 1e-05
HG02069 EAS 0.967233 0.032737 1e-05 1e-05 1e-05
HG02070 EAS 0.980661 0.019309 1e-05 1e-05 1e-05
HG02072 EAS 0.976324 0.023646 1e-05 1e-05 1e-05
HG02073 EAS 0.983443 0.016527 1e-05 1e-05 1e-05
HG02075 EAS 0.974985 0.024985 1e-05 1e-05 1e-05
HG02076 EAS 0.998035 0.001935 1e-05 1e-05 1e-05
HG02078 EAS 0.991812 0.008158 1e-05 1e-05 1e-05
HG02079 EAS 0.986273 0.013697 1e-05 1e-05 1e-05
HG02081 EAS 0.982327 0.017643 1e-05 1e-05 1e-05
HG02082 EAS 0.986501 0.013469 1e-05 1e-05 1e-05
HG02084 EAS 0.978629 0.021341 1e-05 1e-05 1e-05
HG02085 EAS 0.969683 0.030287 1e-05 1e-05 1e-05
HG02086 EAS 0.980474 0.019496 1e-05 1e-05 1e-05
HG02087 EAS 0.982659 0.017311 1e-05 1e-05 1e-05
HG02088 EAS 0.989949 0.010021 1e-05 1e-05 1e-05
HG02089 AMR 0.00714 0.011294 0.610744 0.333953 0.036869
HG02090 AMR 0.003387 0.022616 0.51279 0.309011 0.152196
HG02095 AFR 1e-05 0.002201 1e-05 0.065457 0.932322
HG02102 AMR 0.015522 0.008564 0.783724 0.169958 0.022233
HG02104 AMR 0.020999 0.003115 0.849495 0.122108 0.004284
HG02105 AMR 0.034286 0.009384 0.884236 0.0676 0.004494
HG02107 AFR 1.3e-05 0.001947 1e-05 0.032661 0.965369
HG02108 AFR 1e-05 1e-05 1e-05 0.161441 0.838529
HG02111 AFR 1e-05 1e-05 1e-05 0.075895 0.924075
HG02113 EAS 0.971013 0.028957 1e-05 1e-05 1e-05
HG02116 EAS 0.967664 0.032306 1e-05 1e-05 1e-05
HG02121 EAS 0.982139 0.017831 1e-05 1e-05 1e-05
HG02122 EAS 0.991423 0.008547 1e-05 1e-05 1e-05
HG02127 EAS 0.99117 0.0088 1e-05 1e-05 1e-05
HG02128 EAS 0.975726 0.024244 1e-05 1e-05 1e-05
HG02130 EAS 0.973412 0.026558 1e-05 1e-05 1e-05
HG02131 EAS 0.900124 0.099846 1e-05 1e-05 1e-05
HG02133 EAS 0.980287 0.019683 1e-05 1e-05 1e-05
HG02134 EAS 0.983936 0.016034 1e-05 1e-05 1e-05
HG02136 EAS 0.963239 0.036731 1e-05 1e-05 1e-05
HG02137 EAS 0.99449 0.00548 1e-05 1e-05 1e-05
HG02138 EAS 0.979616 0.020354 1e-05 1e-05 1e-05
HG02139 EAS 0.988476 0.011494 1e-05 1e-05 1e-05
HG02140 EAS 0.978246 0.021724 1e-05 1e-05 1e-05
HG02141 EAS 0.975346 0.024624 1e-05 1e-05 1e-05
HG02142 EAS 0.895271 0.013793 1e-05 0.090916 1e-05
HG02143 AFR 0.001499 1e-05 1e-05 0.17327 0.825211
HG02144 AFR 1.2e-05 0.003303 1e-05 0.056498 0.940177
HG02146 AMR 0.013564 0.008304 0.831901 0.137743 0.008488
